tradeDate,filedDate,ticker,company,sector,side,amountMin,amountMax,description,matchRatio,rowNumber,sourceFile
2026-04-27,2026-07-01,MCD,McDonald's,Consumer Discretionary,BUY,15001,50000,MCDONALDS CORP,1.0,842,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,MCD,McDonald's,Consumer Discretionary,BUY,1001,15000,MCDONALDS CORP,1.0,843,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,MCK,McKesson Corporation,Healthcare,BUY,100000,100000,MCKESSON CORP,1.0,844,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,MCK,McKesson Corporation,Healthcare,BUY,15001,50000,MCKESSON CORP,1.0,845,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,MDT,Medtronic,Healthcare,BUY,1001,15000,MEDTRONIC PLC,1.0,846,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,MDT,Medtronic,Healthcare,BUY,15000,15000,MEDTRONIC PLC,1.0,847,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,MDT,Medtronic,Healthcare,SELL,250001,500000,Medtronic Pie,0.857,848,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,MDT,Medtronic,Healthcare,SELL,1001,15000,MEDTRONIC PLC F,1.0,851,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,MDT,Medtronic,Healthcare,SELL,15001,15001,MEDTRONIC PLC F,1.0,852,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,MRK,Merck,Healthcare,SELL,1001,15000,MERCK & CO INC,1.0,853,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,MRK,Merck,Healthcare,SELL,50001,100000,MERCK & CO INC,1.0,854,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,MRK,Merck,Healthcare,BUY,15001,50000,MERCK & CO INC COM,0.87,855,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,META,Meta Platforms,Communication Services,SELL,250001,500000,META PLATFORMS INC,1.0,856,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,META,Meta Platforms,Communication Services,SELL,15000,15000,META PLATFORMS INC CL A,0.914,857,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,META,Meta Platforms,Communication Services,BUY,5000000,5000000,META PLATFORMS INC CL A,0.914,858,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,MU,Micron Technology,Technology,BUY,15001,50000,MICRON TECHNOLOGY INC,1.0,870,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,MSFT,Microsoft,Technology,BUY,100001,250000,MICROSOFT CORP,1.0,875,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,MSFT,Microsoft,Technology,SELL,250001,500000,MICROSOFT CORP,1.0,880,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,MSFT,Microsoft,Technology,SELL,1000001,5000000,Microsoft Coro,0.923,881,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,MAA,Mid-America Apartment Communities,Real Estate,BUY,1001,15000,MID AMERICA APARTMENT COMMUNITIES INC,1.0,883,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,MS,Morgan Stanley,Financials,BUY,100001,250000,MORGAN STANLEY,1.0,901,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,MSI,Motorola Solutions,Technology,SELL,1001,15000,MOTOROLA SOLUTIONS INC,1.0,904,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,MSCI,MSCI,Financials,SELL,15001,50000,MSCIINC,1.0,906,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,NDAQ,Nasdaq Inc,Financials,SELL,1001,15000,NASDAQ INC,1.0,908,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,NTAP,NetApp,Technology,SELL,15001,50000,NETAPPINC,1.0,914,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,NFLX,Netflix,Communication Services,BUY,15001,50000,"NETFLIX INC n,",0.952,915,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,NFLX,Netflix,Communication Services,SELL,100001,250000,NETFLIX INC,1.0,917,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,NFLX,Netflix,Communication Services,SELL,100,50001,NETFLIXINC,1.0,919,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,NEE,"NextEra Energy, Inc.",Utilities,SELL,1001,1001,NEXTERA ENERGY INC,1.0,923,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,OLLI,Ollie's Bargain Outlet,Consumer Discretionary,SELL,1001,15000,OUIES BARGAIN OUTLET HL,0.927,957,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,OLLI,Ollie's Bargain Outlet,Consumer Discretionary,SELL,1001,15000,OLLIES BARGAIN OUTLET HL,1.0,958,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,OMC,Omnicom,Communication Services,BUY,1001,15000,OMNICOM GROUP INC,1.0,960,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,OMC,Omnicom,Communication Services,SELL,15001,50000,OMNICOM GROUP INC,1.0,961,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,ON,ON Semiconductor,Technology,BUY,1001,15000,ON SEMICONDUCTOR CORP,1.0,962,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,ON,ON Semiconductor,Technology,BUY,1001,15000,ON SEMICONDUCTOR CORP,1.0,963,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-09,2026-07-01,ON,ON Semiconductor,Technology,SELL,100001,250000,ON SEMICONDUCTOR CORP,1.0,964,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,OKE,ONEOK,Energy,BUY,1001,15000,ONEOK INC,1.0,965,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,OKE,ONEOK,Energy,SELL,1001,15000,ONEOK INC,1.0,966,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,ORCL,Oracle,Technology,BUY,1001,15000,ORACLE CORP,1.0,967,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,ORCL,Oracle,Technology,SELL,15001,50000,ORAa..ECORP,0.842,968,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,ORCL,Oracle,Technology,BUY,250001,500000,ORACLE CORPORATION,1.0,970,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,OTIS,Otis Worldwide Corporation,Industrials,BUY,1001,15000,OTIS WORLDWIDE CORP,1.0,971,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,OTTR,Otter Tail Corporation,Industrials,BUY,15001,50000,OTTER TAIL CORP,1.0,972,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,PLTR,Palantir,Technology,BUY,15001,50000,PALANTIR TECHNOLOGIES INC CL A,0.939,977,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,PLTR,Palantir,Technology,BUY,1001,15000,PALANTIR TECHNOLOGIES INC CL A,0.939,978,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,PANW,Palo Alto Networks,Technology,BUY,100001,250000,PALO ALTO NETWORKS INC,1.0,980,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,PANW,Palo Alto Networks,Technology,BUY,100001,250000,PALO ALTO NETWORKS INC,1.0,981,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,PANW,Palo Alto Networks,Technology,BUY,15001,50000,PALO ALTO NETWORKS INC,1.0,982,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,PANW,Palo Alto Networks,Technology,BUY,1001,15000,PALO ALTO NETWORKS INC,1.0,983,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,PANW,Palo Alto Networks,Technology,BUY,1001,15000,PALO ALTO NETWORKS INC,1.0,984,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,PANW,Palo Alto Networks,Technology,SELL,1001,15000,PALO ALTO NETWORKS INC,1.0,985,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,PANW,Palo Alto Networks,Technology,BUY,15001,50000,Palo Alto Netwol1cs Inc,0.872,986,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,PANW,Palo Alto Networks,Technology,SELL,50001,100000,PALO ALTO NETWORKS INC,1.0,987,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,PARA,Paramount Global,Communication Services,SELL,15001,50000,PARAMOUNT SKYOANCE CORP COM CL CL B,0.909,988,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,PH,Parker-Hannifin Corporation,Industrials,BUY,15001,50000,PARKER HANNIFIN CORP,1.0,989,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-08,2026-07-01,PH,Parker-Hannifin Corporation,Industrials,SELL,100001,250000,PARKER-HANNIFIN CORP,1.0,991,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,CASH,"Pathward Financial, Inc.",Financials,SELL,15001,50000,PATHWARO FINL INC,0.933,992,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,PAYX,Paychex,Industrials,BUY,15001,50000,PAYCHEX INC,1.0,993,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,PAYX,Paychex,Industrials,BUY,1001,15000,PAYCHEX INC,1.0,994,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,PAYX,Paychex,Industrials,SELL,15001,50000,PAYCHEX INC,1.0,995,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,PYPL,PayPal,Financials,BUY,50001,100000,PAYPAL HOLDINGS INC,1.0,998,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,PEP,PepsiCo,Consumer Staples,BUY,15001,50000,PEPSICO INC,1.0,1003,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,PEP,PepsiCo,Consumer Staples,BUY,1001,15000,PEPSICO INC,1.0,1004,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,PEP,PepsiCo,Consumer Staples,SELL,15001,50000,PEPSICO INC,1.0,1005,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,PCOR,"Procore Technologies, Inc.",Technology,SELL,1001,15000,PERDOCEO ED CORP,0.963,1006,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,PRGO,Perrigo Company plc,Healthcare,BUY,15001,50000,PERRIGO CO PLC F,0.96,1008,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,PFE,Pfizer,Healthcare,BUY,15001,50000,PFIZER INC,1.0,1009,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,PFE,Pfizer,Healthcare,SELL,1001,15000,PFIZER INC,1.0,1010,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,PCG,PG&E Corporation,Utilities,SELL,15001,50000,PG&E CORP,1.0,1011,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,PM,Philip Morris Intl,Consumer Staples,BUY,500001,1000000,PHILIP MORRIS INTL INC,1.0,1013,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,PM,Philip Morris Intl,Consumer Staples,BUY,1001,15000,PHILIP MORRIS INTL INC,1.0,1014,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,PM,Philip Morris Intl,Consumer Staples,SELL,1001,15000,PHILIP MORRIS INTL INC,1.0,1015,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,PM,Philip Morris Intl,Consumer Staples,SELL,1001,15000,PHILIP MORRIS INTL INC,1.0,1016,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,PM,Philip Morris Intl,Consumer Staples,BUY,15001,50000,PHILIP MORRIS INTL INC,1.0,1017,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,PSX,Phillips 66,Energy,BUY,1001,15000,PHILLIPS 66,1.0,1018,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,PSX,Phillips 66,Energy,BUY,1001,15000,PHILLIPS66,1.0,1019,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,PSX,Phillips 66,Energy,SELL,1001,15000,PHILLIPS66,1.0,1020,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,PNW,Pinnacle West,Utilities,SELL,1001,15000,PINNACLE WEST CAPITAL CORPORATION,0.868,1023,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,PJT,PJT Partners Inc.,Financials,BUY,15001,50000,PJT PARTNERS INC,1.0,1024,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,PNC,PNC Financial,Financials,SELL,50001,100000,PNC FINANCIAL SVCS GROUP INC,0.857,1025,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,PPG,"PPG Industries, Inc.",Materials,BUY,1001,15000,PPG INDUSTRIES INC,1.0,1026,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,PBH,Prestige Consumer Healthcare Inc.,Healthcare,BUY,50000,50000,PRESTIGE CONSUMER HEALTH,1.0,1027,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,TROW,T. Rowe Price,Financials,SELL,100001,250000,PRICE GROUP INC,0.839,1028,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,TROW,T. Rowe Price,Financials,SELL,15001,15001,PRICE T ROWE GROUP INC,1.0,1029,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,PRVA,"Privia Health Group, Inc.",Healthcare,BUY,15001,50000,PRMA HEALTH GROUP INC,0.895,1031,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,PG,Procter & Gamble,Consumer Staples,BUY,15001,50000,PROCTER & GAMBLE CO,1.0,1032,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,PG,Procter & Gamble,Consumer Staples,BUY,15001,50000,PROCTER & GAMBLE CO,1.0,1033,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,PG,Procter & Gamble,Consumer Staples,SELL,100,50001,PROCTER & GAMBLE CO,1.0,1034,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,PG,Procter & Gamble,Consumer Staples,SELL,1000001,5000000,PROCTER & GAMBLE COMPANY COM,0.93,1036,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,PRGS,Progress Software Corporation,Technology,BUY,15001,50000,PROGRESS SOFTWARE CORP,1.0,1037,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,PGR,Progressive,Financials,BUY,1001,15000,PROGRESSIVE CORP OH,1.0,1039,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,PGR,Progressive,Financials,SELL,1001,15000,PROGRESSIVE CORP OH,1.0,1040,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,PGR,Progressive,Financials,SELL,50001,100000,PROGRESSIVE CORP OH,1.0,1041,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,PGR,Progressive,Financials,BUY,1001,15000,PROGRESSIVE CORP-OHIO,1.0,1043,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,PGR,Progressive,Financials,BUY,100,250000,PROGRESSIVE CORP-OHIO,1.0,1044,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,PGNY,"Progyny, Inc.",Healthcare,SELL,15001,50000,PROGYNYINC,1.0,1045,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,PTC,PTC,Technology,BUY,1001,15000,PTCINC,1.0,1048,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,PTC,PTC,Technology,SELL,500001,1000000,PTCINC,1.0,1050,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,PTCT,"PTC Therapeutics, Inc.",Healthcare,SELL,50001,100000,PTC THERAPEUTICS INC,1.0,1051,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,PEG,Public Service Enterprise,Utilities,BUY,1001,15000,PUBLIC SERVICE ENTERPRISE GROUP INC,1.0,1052,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,PEG,Public Service Enterprise,Utilities,SELL,1001,15000,PUBLIC SVC ENTERPRISE GR,0.875,1054,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,PEG,Public Service Enterprise,Utilities,SELL,100001,250000,PUBLIC SVC ENTERPRISE GROUP INC,1.0,1055,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,QCOM,Qualcomm,Technology,SELL,15001,50000,QUALCOMM INC,1.0,1063,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,QCOM,Qualcomm,Technology,BUY,100001,250000,QUALCOMM INC,1.0,1064,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,QDEL,QuidelOrtho Corporation,Healthcare,SELL,15001,50000,QUIOELORTHO CORP,0.933,1067,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,RAL,Ralliant Corporation,Technology,SELL,50001,100000,RALLIANT CORP,1.0,1070,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,O,Realty Income Corporation,Real Estate,BUY,1001,15000,REALTY INCOME CORP,1.0,1071,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,REGN,Regeneron,Healthcare,BUY,15001,50000,REGENERON PHARMACEUTICALS INC,0.941,1075,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,RSG,Republic Services,Industrials,SELL,50001,100000,REPUBLIC SVCS INC,1.0,1079,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,RMD,ResMed,Healthcare,SELL,1001,15000,RESMEOINC,0.889,1080,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,RMD,ResMed,Healthcare,BUY,15001,50000,RESMEOINC,0.889,1081,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,ROL,"Rollins, Inc.",Consumer Discretionary,SELL,100001,250000,ROLLINS INC,1.0,1089,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,ROP,Roper Technologies,Technology,BUY,15001,50000,ROPER TECHNOLOGIES INC,1.0,1090,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,ROST,"Ross Stores, Inc.",Consumer Discretionary,BUY,1001,15000,ROSS STORES INC,1.0,1092,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,RCL,Royal Caribbean Cruises,Consumer Discretionary,SELL,1001,15000,ROYAL CARIBBEAN GROU F,0.947,1094,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,RCL,Royal Caribbean Cruises,Consumer Discretionary,SELL,1001,15000,ROYAL CARIBBEAN GROUP,1.0,1096,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,RPRX,Royalty Pharma,Healthcare,SELL,1001,15000,ROYALTY PHARMA PLC CL A,1.0,1097,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,RTX,RTX,Industrials,SELL,1001,15000,RlXCORP,0.857,1098,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,RHP,"Ryman Hospitality Properties, Inc.",Real Estate,BUY,15001,50000,RYMAN HOSPITALITY PPTYS REIT,0.913,1100,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,SPGI,S&P Global,Financials,BUY,1001,15000,S&P GLOBAL INC,1.0,1101,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,CRM,Salesforce,Technology,BUY,1001,15000,SALESFORCE INC,1.0,1102,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,CRM,Salesforce,Technology,SELL,15001,50000,SALESFORCE INC,1.0,1104,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,SNDK,Sandisk Corporation,Technology,BUY,1001,15000,SANOISK CORP,0.909,1105,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,SNDK,Sandisk Corporation,Technology,SELL,100001,250000,SANOISK CORP,0.909,1106,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,SNDK,Sandisk Corporation,Technology,SELL,1001,15000,SANOISK CORPORATION,0.944,1107,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,SBAC,SBA Communications Corporation,Real Estate,BUY,100001,250000,SBA COMMUNICATIONS CORP NEW CL A,0.875,1108,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,SCSC,"ScanSource, Inc.",Technology,BUY,15001,50000,SCANSOURCE INC,1.0,1109,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,STX,Seagate Technology Holdings plc,Technology,SELL,15001,50000,SEAGATE TECHNOLOGY HLDGS,0.9,1111,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,STX,Seagate Technology Holdings plc,Technology,BUY,1001,15000,SEAGATE TECHNOLOGY HOLDINGS PUBLIC LTD CO,1.0,1112,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,SRE,Sempra,Utilities,BUY,1001,15000,SEMPRA,1.0,1114,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,NOW,ServiceNow,Technology,BUY,100001,250000,SERVICENOW INC,1.0,1115,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,NOW,ServiceNow,Technology,SELL,1001,15000,SERVICENOW INC,1.0,1116,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,NOW,ServiceNow,Technology,SELL,1000001,5000000,SERVICENOW INC COM,0.897,1118,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,SFBS,"ServisFirst Bancshares, Inc.",Financials,BUY,15001,50000,SERVISFIRST BANCSHARES I,1.0,1119,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,SHW,Sherwin-Williams,Materials,BUY,50001,100000,SHERWIN WILLIAMS CO,1.0,1121,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,SPG,Simon Property Group,Real Estate,BUY,1001,15000,SIMON PROPERTY GROUP INC,1.0,1125,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,SMPL,The Simply Good Foods Company,Consumer Staples,SELL,15001,50000,SIMPLY GOOD FOODS CO,1.0,1126,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,TSLX,"Sixth Street Specialty Lending, Inc.",Financials,BUY,50001,100000,SIXTH STREET SPECIALTY LENDING INC,1.0,1127,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,SWKS,Skyworks Solutions,Technology,BUY,15001,50000,SKYWORKS SOLUTIONS INC,1.0,1129,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,SW,Smurfit Westrock,Materials,BUY,1001,15000,SMURFIT WESTROCK PLC F,1.0,1135,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,SW,Smurfit Westrock,Materials,SELL,1001,15000,SMURFIT WESTROCK PLC F,1.0,1136,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,SNOW,Snowflake,Technology,BUY,1001,15000,Snowflake Inc,1.0,1137,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,SO,Southern Co,Utilities,SELL,1001,15000,SOUTHERN CO,1.0,1140,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,SO,Southern Co,Utilities,SELL,1001,15000,SOUTHERN CO,1.0,1141,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,SO,Southern Co,Utilities,BUY,1001,15000,SOUTHERN CO,1.0,1142,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,SO,Southern Co,Utilities,SELL,250001,500000,SOUTHERN CO COM,0.87,1143,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,SO,Southern Co,Utilities,BUY,1001,15000,SOUTHERN COMPANY,1.0,1144,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,SARO,"StandardAero, Inc.",Industrials,BUY,1001,15000,STANDARDAERO INC,1.0,1150,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,SARO,"StandardAero, Inc.",Industrials,SELL,15001,50000,STANDARDAERO INC,1.0,1151,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,SBUX,Starbucks,Consumer Discretionary,BUY,15001,50000,STARBUCKS CORP,1.0,1152,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,SBUX,Starbucks,Consumer Discretionary,BUY,1001,15000,STARBUCKS CORP,1.0,1153,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,SBUX,Starbucks,Consumer Discretionary,BUY,1001,15000,STARBUCKS CORP,1.0,1154,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,SBUX,Starbucks,Consumer Discretionary,SELL,50001,100000,STARBUCKS CORP,1.0,1155,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,XLP,Consumer Staples Select SPDR,ETF — Sector,BUY,50001,100000,STATE STREET CONSUMER STAPLES SELECT SECTOR SPOR ETF,0.978,1156,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,STT,State Street,Financials,BUY,15001,50000,STATE STREET CORP I,0.968,1157,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,LRN,"Stride, Inc.",Consumer Staples,BUY,15001,50000,STRIDE INC,1.0,1159,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,SYK,Stryker,Healthcare,SELL,1001,15000,STRYKER CORP,1.0,1161,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,SNCY,Sun Country Airlines,Industrials,SELL,15001,50000,SUN CTRY AIRLS HLDGS INC,1.0,1164,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,SMCI,Super Micro Computer,Technology,BUY,1001,15000,SUPER MICRO COMPUTER INC,1.0,1166,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,SMCI,Super Micro Computer,Technology,SELL,1001,15000,SUPER MICRO COMPUTER INC,1.0,1167,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,SLVM,Sylvamo Corporation,Materials,SELL,15001,15001,SYLVAMO CORP,1.0,1170,Donald-J-Trump-06.25.2026-278T.pdf
